F1,Year,Artist Name,Track,Time,Genre,Date Entered,Date Peaked,Week,Ranking,Find Delta Date
381,2000,Third Eye Blind,Never Let You Go,12/30/99 3:57,Rock,1/22/00,4/1/00,x2nd.week,32,70
605,2000,Madison Avenue,Don't Call Me Baby,12/30/99 3:44,Electronica,7/8/00,9/16/00,x2nd.week,96,70
64,2000,Third Eye Blind,Never Let You Go,12/30/99 3:57,Rock,1/22/00,4/1/00,x1st.week,65,70
437,2000,Lonestar,What About Now,12/30/99 3:30,Country,6/10/00,8/19/00,x2nd.week,72,70
131,2000,"Evans, Sara",Born To Fly,12/30/99 5:36,Country,10/21/00,12/30/00,x1st.week,77,70
855,2000,"Price, Kelly",You Should've Told Me,12/30/99 3:12,Rock,9/23/00,12/2/00,x3rd.week,91,70
221,2000,"Price, Kelly",You Should've Told Me,12/30/99 3:12,Rock,9/23/00,12/2/00,x1st.week,91,70
731,2000,Goo Goo Dolls,Broadway,12/30/99 3:54,Rock,4/22/00,7/1/00,x3rd.week,53,70
188,2000,"Keith, Toby",Country Comes To Town,12/30/99 3:39,Country,8/5/00,10/14/00,x1st.week,82,70
956,2000,Janet,Doesn't Really Matter,12/30/99 4:17,Rock,6/17/00,8/26/00,x4th.week,30,70
955,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),12/30/99 3:38,Rock,8/5/00,10/14/00,x4th.week,29,70
405,2000,Vertical Horizon,You're A God,12/30/99 3:45,Rock,8/26/00,11/4/00,x2nd.week,55,70
854,2000,"Blige, Mary J.",Deep Inside,12/30/99 5:26,Rock,11/13/99,1/22/00,x3rd.week,80,70
4,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),12/30/99 3:38,Rock,8/5/00,10/14/00,x1st.week,57,70
738,2000,Da Brat,What'Chu Like,12/30/99 3:57,Rap,6/3/00,8/12/00,x3rd.week,54,70
141,2000,Lucy Pearl,Dance Tonight,12/30/99 3:45,R&B,5/20/00,7/29/00,x1st.week,80,70
638,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),12/30/99 3:38,Rock,8/5/00,10/14/00,x3rd.week,45,70
500,2000,"Gill, Vince",Feels Like Love,12/30/99 4:13,Country,9/2/00,11/18/00,x2nd.week,76,77
435,2000,"Jones, Donell",Where I Wanna Be,12/30/99 6:22,Rock,4/22/00,7/8/00,x2nd.week,71,77
730,2000,Sammie,I Like It,12/30/99 4:09,Rock,1/29/00,4/15/00,x3rd.week,58,77
96,2000,Sammie,I Like It,12/30/99 4:09,Rock,1/29/00,4/15/00,x1st.week,85,77
234,2000,Red Hot Chili Peppers,Californication,12/30/99 5:21,Rock,7/29/00,10/14/00,x1st.week,72,77
357,2000,Nine Days,Absolutely (Story Of A Girl),12/30/99 3:09,Rock,5/6/00,7/22/00,x2nd.week,71,77
724,2000,"Rimes, LeAnn",Big Deal,12/30/99 3:03,Country,10/16/99,1/1/00,x3rd.week,51,77
71,2000,Jay-Z,Big Pimpin',12/30/99 3:55,Rap,4/22/00,7/8/00,x1st.week,69,77
359,2000,Blink-182,All The Small Things,12/30/99 2:52,Rock,12/4/99,2/19/00,x2nd.week,76,77
716,2000,Ludacris,What's Your Fantasy,12/30/99 4:16,Rap,9/30/00,12/16/00,x3rd.week,63,77
388,2000,Jay-Z,Big Pimpin',12/30/99 3:55,Rap,4/22/00,7/8/00,x2nd.week,52,77
752,2000,"Jones, Donell",Where I Wanna Be,12/30/99 6:22,Rock,4/22/00,7/8/00,x3rd.week,65,77
384,2000,Barenaked Ladies,Pinch Me,12/30/99 3:46,Rock,9/9/00,11/25/00,x2nd.week,76,77
"1,012",2000,Mystikal,Shake Ya Ass,12/30/99 4:46,Rap,8/12/00,10/28/00,x4th.week,41,77
705,2000,Jay-Z,Big Pimpin',12/30/99 3:55,Rap,4/22/00,7/8/00,x3rd.week,39,77
257,2000,"Worley, Darryl",When You Need My Love,12/30/99 3:35,Country,6/17/00,9/2/00,x1st.week,98,77
496,2000,"McEntire, Reba",I'll Be,12/30/99 4:23,Country,5/13/00,7/29/00,x2nd.week,79,77
758,2000,"Dixie Chicks, The",Without You,12/30/99 3:32,Country,10/7/00,12/23/00,x3rd.week,63,77
759,2000,Musiq,Just Friends (Sunny),12/30/99 4:02,Rap,10/14/00,12/30/00,x3rd.week,65,77
30,2000,N'Sync,Bye Bye Bye,12/30/99 3:15,Rock,1/29/00,4/15/00,x1st.week,42,77
356,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,12/30/99 3:54,Rock,1/1/00,3/18/00,x2nd.week,62,77
701,2000,Barenaked Ladies,Pinch Me,12/30/99 3:46,Rock,9/9/00,11/25/00,x3rd.week,69,77
183,2000,"Gill, Vince",Feels Like Love,12/30/99 4:13,Country,9/2/00,11/18/00,x1st.week,82,77
399,2000,Ludacris,What's Your Fantasy,12/30/99 4:16,Rap,9/30/00,12/16/00,x2nd.week,83,77
695,2000,Mystikal,Shake Ya Ass,12/30/99 4:46,Rap,8/12/00,10/28/00,x3rd.week,65,77
179,2000,"McEntire, Reba",I'll Be,12/30/99 4:23,Country,5/13/00,7/29/00,x1st.week,89,77
891,2000,"Worley, Darryl",When You Need My Love,12/30/99 3:35,Country,6/17/00,9/2/00,x3rd.week,93,77
689,2000,"Rimes, LeAnn",I Need You,12/30/99 3:42,Country,5/27/00,8/12/00,x3rd.week,67,77
551,2000,Red Hot Chili Peppers,Californication,12/30/99 5:21,Rock,7/29/00,10/14/00,x2nd.week,72,77
39,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,12/30/99 3:54,Rock,1/1/00,3/18/00,x1st.week,74,77
40,2000,Nine Days,Absolutely (Story Of A Girl),12/30/99 3:09,Rock,5/6/00,7/22/00,x1st.week,85,77
42,2000,Blink-182,All The Small Things,12/30/99 2:52,Rock,12/4/99,2/19/00,x1st.week,89,77
"1,006",2000,"Rimes, LeAnn",I Need You,12/30/99 3:42,Country,5/27/00,8/12/00,x4th.week,63,77
347,2000,N'Sync,Bye Bye Bye,12/30/99 3:15,Rock,1/29/00,4/15/00,x2nd.week,20,77
676,2000,Blink-182,All The Small Things,12/30/99 2:52,Rock,12/4/99,2/19/00,x3rd.week,69,77
61,2000,Mystikal,Shake Ya Ass,12/30/99 4:46,Rap,8/12/00,10/28/00,x1st.week,97,77
574,2000,"Worley, Darryl",When You Need My Love,12/30/99 3:35,Country,6/17/00,9/2/00,x2nd.week,88,77
90,2000,"Rimes, LeAnn",Big Deal,12/30/99 3:03,Country,10/16/99,1/1/00,x1st.week,71,77
674,2000,Nine Days,Absolutely (Story Of A Girl),12/30/99 3:09,Rock,5/6/00,7/22/00,x3rd.week,59,77
148,2000,"Gilman, Billy",One Voice,12/30/99 4:07,Country,6/17/00,9/2/00,x1st.week,86,77
673,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,12/30/99 3:54,Rock,1/1/00,3/18/00,x3rd.week,55,77
782,2000,"Gilman, Billy",One Voice,12/30/99 4:07,Country,6/17/00,9/2/00,x3rd.week,82,77
465,2000,"Gilman, Billy",One Voice,12/30/99 4:07,Country,6/17/00,9/2/00,x2nd.week,86,77
407,2000,"Rimes, LeAnn",Big Deal,12/30/99 3:03,Country,10/16/99,1/1/00,x2nd.week,52,77
413,2000,Sammie,I Like It,12/30/99 4:09,Rock,1/29/00,4/15/00,x2nd.week,68,77
26,2000,"Aguilera, Christina",I Turn To You,12/30/99 4:00,Rock,4/15/00,7/1/00,x1st.week,50,77
664,2000,N'Sync,Bye Bye Bye,12/30/99 3:15,Rock,1/29/00,4/15/00,x3rd.week,19,77
378,2000,Mystikal,Shake Ya Ass,12/30/99 4:46,Rap,8/12/00,10/28/00,x2nd.week,90,77
82,2000,Ludacris,What's Your Fantasy,12/30/99 4:16,Rap,9/30/00,12/16/00,x1st.week,89,77
125,2000,Musiq,Just Friends (Sunny),12/30/99 4:02,Rap,10/14/00,12/30/00,x1st.week,89,77
993,2000,Blink-182,All The Small Things,12/30/99 2:52,Rock,12/4/99,2/19/00,x4th.week,59,77
991,2000,Nine Days,Absolutely (Story Of A Girl),12/30/99 3:09,Rock,5/6/00,7/22/00,x4th.week,52,77
660,2000,"Aguilera, Christina",I Turn To You,12/30/99 4:00,Rock,4/15/00,7/1/00,x3rd.week,30,77
990,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,12/30/99 3:54,Rock,1/1/00,3/18/00,x4th.week,25,77
124,2000,"Dixie Chicks, The",Without You,12/30/99 3:32,Country,10/7/00,12/23/00,x1st.week,80,77
67,2000,Barenaked Ladies,Pinch Me,12/30/99 3:46,Rock,9/9/00,11/25/00,x1st.week,77,77
372,2000,"Rimes, LeAnn",I Need You,12/30/99 3:42,Country,5/27/00,8/12/00,x2nd.week,68,77
55,2000,"Rimes, LeAnn",I Need You,12/30/99 3:42,Country,5/27/00,8/12/00,x1st.week,77,77
441,2000,"Dixie Chicks, The",Without You,12/30/99 3:32,Country,10/7/00,12/23/00,x2nd.week,70,77
981,2000,N'Sync,Bye Bye Bye,12/30/99 3:15,Rock,1/29/00,4/15/00,x4th.week,14,77
977,2000,"Aguilera, Christina",I Turn To You,12/30/99 4:00,Rock,4/15/00,7/1/00,x4th.week,28,77
118,2000,"Jones, Donell",Where I Wanna Be,12/30/99 6:22,Rock,4/22/00,7/8/00,x1st.week,81,77
817,2000,"Gill, Vince",Feels Like Love,12/30/99 4:13,Country,9/2/00,11/18/00,x3rd.week,74,77
442,2000,Musiq,Just Friends (Sunny),12/30/99 4:02,Rap,10/14/00,12/30/00,x2nd.week,83,77
813,2000,"McEntire, Reba",I'll Be,12/30/99 4:23,Country,5/13/00,7/29/00,x3rd.week,79,77
343,2000,"Aguilera, Christina",I Turn To You,12/30/99 4:00,Rock,4/15/00,7/1/00,x2nd.week,39,77
868,2000,Red Hot Chili Peppers,Californication,12/30/99 5:21,Rock,7/29/00,10/14/00,x3rd.week,72,77
87,2000,"Martin, Ricky",Shake Your Bon-Bon,12/30/99 3:08,Latin,11/20/99,2/12/00,x1st.week,74,84
86,2000,"Brock, Chad",Yes!,12/30/99 3:22,Country,4/8/00,7/1/00,x1st.week,90,84
644,2000,N'Sync,It's Gonna Be Me,12/30/99 3:10,Rock,5/6/00,7/29/00,x3rd.week,51,84
807,2000,DMX,What You Want,12/30/99 4:05,Rap,7/1/00,9/23/00,x3rd.week,95,84
806,2000,"Davidson, Clay",Unconditional,12/30/99 3:56,Country,3/25/00,6/17/00,x3rd.week,97,84
966,2000,matchbox twenty,Bent,12/30/99 4:12,Rock,4/29/00,7/22/00,x4th.week,24,84
641,2000,"Iglesias, Enrique",Be With You,12/30/99 3:36,Latin,4/1/00,6/24/00,x3rd.week,34,84
640,2000,Destiny's Child,Say My Name,12/30/99 4:31,Rock,12/25/99,3/18/00,x3rd.week,44,84
961,2000,N'Sync,It's Gonna Be Me,12/30/99 3:10,Rock,5/6/00,7/29/00,x4th.week,39,84
53,2000,Everclear,Wonderful,12/30/99 4:30,Rock,7/8/00,9/30/00,x1st.week,77,84
958,2000,"Iglesias, Enrique",Be With You,12/30/99 3:36,Latin,4/1/00,6/24/00,x4th.week,23,84
112,2000,Counting Crows,Hanginaround,12/30/99 4:07,Rock,11/6/99,1/29/00,x1st.week,84,84
649,2000,matchbox twenty,Bent,12/30/99 4:12,Rock,4/29/00,7/22/00,x3rd.week,29,84
440,2000,"Strait, George",The Best Day,12/30/99 3:24,Country,1/29/00,4/22/00,x2nd.week,64,84
375,2000,Jagged Edge,Let's Get Married,12/30/99 4:23,Rock,5/6/00,7/29/00,x2nd.week,66,84
332,2000,matchbox twenty,Bent,12/30/99 4:12,Rock,4/29/00,7/22/00,x2nd.week,37,84
58,2000,Jagged Edge,Let's Get Married,12/30/99 4:23,Rock,5/6/00,7/29/00,x1st.week,77,84
370,2000,Everclear,Wonderful,12/30/99 4:30,Rock,7/8/00,9/30/00,x2nd.week,69,84
429,2000,Counting Crows,Hanginaround,12/30/99 4:07,Rock,11/6/99,1/29/00,x2nd.week,70,84
957,2000,Destiny's Child,Say My Name,12/30/99 4:31,Rock,12/25/99,3/18/00,x4th.week,38,84
404,2000,"Martin, Ricky",Shake Your Bon-Bon,12/30/99 3:08,Latin,11/20/99,2/12/00,x2nd.week,66,84
327,2000,N'Sync,It's Gonna Be Me,12/30/99 3:10,Rock,5/6/00,7/29/00,x2nd.week,70,84
403,2000,"Brock, Chad",Yes!,12/30/99 3:22,Country,4/8/00,7/1/00,x2nd.week,77,84
"1,004",2000,Everclear,Wonderful,12/30/99 4:30,Rock,7/8/00,9/30/00,x4th.week,37,84
324,2000,"Iglesias, Enrique",Be With You,12/30/99 3:36,Latin,4/1/00,6/24/00,x2nd.week,45,84
15,2000,matchbox twenty,Bent,12/30/99 4:12,Rock,4/29/00,7/22/00,x1st.week,60,84
489,2000,"Davidson, Clay",Unconditional,12/30/99 3:56,Country,3/25/00,6/17/00,x2nd.week,97,84
687,2000,Everclear,Wonderful,12/30/99 4:30,Rock,7/8/00,9/30/00,x3rd.week,53,84
172,2000,"Davidson, Clay",Unconditional,12/30/99 3:56,Country,3/25/00,6/17/00,x1st.week,97,84
173,2000,DMX,What You Want,12/30/99 4:05,Rap,7/1/00,9/23/00,x1st.week,98,84
490,2000,DMX,What You Want,12/30/99 4:05,Rap,7/1/00,9/23/00,x2nd.week,95,84
692,2000,Jagged Edge,Let's Get Married,12/30/99 4:23,Rock,5/6/00,7/29/00,x3rd.week,55,84
323,2000,Destiny's Child,Say My Name,12/30/99 4:31,Rock,12/25/99,3/18/00,x2nd.week,83,84
"1,009",2000,Jagged Edge,Let's Get Married,12/30/99 4:23,Rock,5/6/00,7/29/00,x4th.week,45,84
10,2000,N'Sync,It's Gonna Be Me,12/30/99 3:10,Rock,5/6/00,7/29/00,x1st.week,82,84
6,2000,Destiny's Child,Say My Name,12/30/99 4:31,Rock,12/25/99,3/18/00,x1st.week,83,84
757,2000,"Strait, George",The Best Day,12/30/99 3:24,Country,1/29/00,4/22/00,x3rd.week,54,84
7,2000,"Iglesias, Enrique",Be With You,12/30/99 3:36,Latin,4/1/00,6/24/00,x1st.week,63,84
720,2000,"Brock, Chad",Yes!,12/30/99 3:22,Country,4/8/00,7/1/00,x3rd.week,66,84
721,2000,"Martin, Ricky",Shake Your Bon-Bon,12/30/99 3:08,Latin,11/20/99,2/12/00,x3rd.week,52,84
746,2000,Counting Crows,Hanginaround,12/30/99 4:07,Rock,11/6/99,1/29/00,x3rd.week,66,84
123,2000,"Strait, George",The Best Day,12/30/99 3:24,Country,1/29/00,4/22/00,x1st.week,73,84
511,2000,Brooks & Dunn,You'll Always Be Loved By Me,12/30/99 2:58,Country,6/10/00,9/9/00,x2nd.week,85,91
194,2000,Brooks & Dunn,You'll Always Be Loved By Me,12/30/99 2:58,Country,6/10/00,9/9/00,x1st.week,95,91
77,2000,Westlife,Swear It Again,12/30/99 4:07,Rock,4/1/00,7/1/00,x1st.week,96,91
14,2000,Aaliyah,Try Again,12/30/99 4:03,Rock,3/18/00,6/17/00,x1st.week,59,91
353,2000,"Gray, Macy",I Try,12/30/99 3:52,Rock,2/19/00,5/20/00,x2nd.week,51,91
351,2000,Blaque,Bring It All To Me,12/30/99 3:46,Pop,10/23/99,1/22/00,x2nd.week,63,91
350,2000,"Mumba, Samantha",Gotta Tell You,12/30/99 3:19,Rock,9/9/00,12/9/00,x2nd.week,72,91
62,2000,BBMak,Back Here,12/30/99 3:35,Rock,4/29/00,7/29/00,x1st.week,99,91
154,2000,Baha Men,Who Let The Dogs Out,12/30/99 3:17,R&B,7/22/00,10/21/00,x1st.week,99,91
367,2000,Sonique,It Feels So Good,12/30/99 3:48,Rock,1/22/00,4/22/00,x2nd.week,52,91
471,2000,Baha Men,Who Let The Dogs Out,12/30/99 3:17,R&B,7/22/00,10/21/00,x2nd.week,92,91
828,2000,Brooks & Dunn,You'll Always Be Loved By Me,12/30/99 2:58,Country,6/10/00,9/9/00,x3rd.week,85,91
143,2000,"Griggs, Andy",She's More,12/30/99 3:19,Country,3/11/00,6/10/00,x1st.week,81,91
126,2000,"McEntire, Reba",What Do You Say,12/30/99 3:26,Country,10/30/99,1/29/00,x1st.week,88,91
460,2000,"Griggs, Andy",She's More,12/30/99 3:19,Country,3/11/00,6/10/00,x2nd.week,76,91
56,2000,Smash Mouth,Then The Morning Comes,12/30/99 3:04,Rock,10/30/99,1/29/00,x1st.week,83,91
50,2000,Sonique,It Feels So Good,12/30/99 3:48,Rock,1/22/00,4/22/00,x1st.week,67,91
965,2000,Aaliyah,Try Again,12/30/99 4:03,Rock,3/18/00,6/17/00,x4th.week,28,91
443,2000,"McEntire, Reba",What Do You Say,12/30/99 3:26,Country,10/30/99,1/29/00,x2nd.week,76,91
970,2000,Dream,He Loves U Not,12/30/99 3:43,Rock,9/30/00,12/30/00,x4th.week,59,91
648,2000,Aaliyah,Try Again,12/30/99 4:03,Rock,3/18/00,6/17/00,x3rd.week,38,91
653,2000,Dream,He Loves U Not,12/30/99 3:43,Rock,9/30/00,12/30/00,x3rd.week,81,91
984,2000,"Mumba, Samantha",Gotta Tell You,12/30/99 3:19,Rock,9/9/00,12/9/00,x4th.week,49,91
19,2000,Dream,He Loves U Not,12/30/99 3:43,Rock,9/30/00,12/30/00,x1st.week,99,91
985,2000,Blaque,Bring It All To Me,12/30/99 3:46,Pop,10/23/99,1/22/00,x4th.week,42,91
336,2000,Dream,He Loves U Not,12/30/99 3:43,Rock,9/30/00,12/30/00,x2nd.week,92,91
373,2000,Smash Mouth,Then The Morning Comes,12/30/99 3:04,Rock,10/30/99,1/29/00,x2nd.week,59,91
987,2000,"Gray, Macy",I Try,12/30/99 3:52,Rock,2/19/00,5/20/00,x4th.week,36,91
331,2000,Aaliyah,Try Again,12/30/99 4:03,Rock,3/18/00,6/17/00,x2nd.week,53,91
788,2000,Baha Men,Who Let The Dogs Out,12/30/99 3:17,R&B,7/22/00,10/21/00,x3rd.week,85,91
"1,001",2000,Sonique,It Feels So Good,12/30/99 3:48,Rock,1/22/00,4/22/00,x4th.week,23,91
667,2000,"Mumba, Samantha",Gotta Tell You,12/30/99 3:19,Rock,9/9/00,12/9/00,x3rd.week,65,91
408,2000,IMx,Stay The Night,12/30/99 3:37,Rap,10/9/99,1/8/00,x2nd.week,61,91
668,2000,Blaque,Bring It All To Me,12/30/99 3:46,Pop,10/23/99,1/22/00,x3rd.week,50,91
670,2000,"Gray, Macy",I Try,12/30/99 3:52,Rock,2/19/00,5/20/00,x3rd.week,47,91
777,2000,"Griggs, Andy",She's More,12/30/99 3:19,Country,3/11/00,6/10/00,x3rd.week,69,91
"1,007",2000,Smash Mouth,Then The Morning Comes,12/30/99 3:04,Rock,10/30/99,1/29/00,x4th.week,46,91
379,2000,BBMak,Back Here,12/30/99 3:35,Rock,4/29/00,7/29/00,x2nd.week,86,91
91,2000,IMx,Stay The Night,12/30/99 3:37,Rap,10/9/99,1/8/00,x1st.week,84,91
684,2000,Sonique,It Feels So Good,12/30/99 3:48,Rock,1/22/00,4/22/00,x3rd.week,30,91
690,2000,Smash Mouth,Then The Morning Comes,12/30/99 3:04,Rock,10/30/99,1/29/00,x3rd.week,56,91
696,2000,BBMak,Back Here,12/30/99 3:35,Rock,4/29/00,7/29/00,x3rd.week,60,91
760,2000,"McEntire, Reba",What Do You Say,12/30/99 3:26,Country,10/30/99,1/29/00,x3rd.week,71,91
36,2000,"Gray, Macy",I Try,12/30/99 3:52,Rock,2/19/00,5/20/00,x1st.week,68,91
394,2000,Westlife,Swear It Again,12/30/99 4:07,Rock,4/1/00,7/1/00,x2nd.week,82,91
711,2000,Westlife,Swear It Again,12/30/99 4:07,Rock,4/1/00,7/1/00,x3rd.week,66,91
"1,013",2000,BBMak,Back Here,12/30/99 3:35,Rock,4/29/00,7/29/00,x4th.week,52,91
33,2000,"Mumba, Samantha",Gotta Tell You,12/30/99 3:19,Rock,9/9/00,12/9/00,x1st.week,85,91
725,2000,IMx,Stay The Night,12/30/99 3:37,Rap,10/9/99,1/8/00,x3rd.week,45,91
34,2000,Blaque,Bring It All To Me,12/30/99 3:46,Pop,10/23/99,1/22/00,x1st.week,73,91
655,2000,"Anthony, Marc",You Sang To Me,12/30/99 3:50,Latin,2/26/00,6/3/00,x3rd.week,50,98
707,2000,Foo Fighters,Learn To Fly,12/30/99 3:55,Rock,10/16/99,1/22/00,x3rd.week,68,98
390,2000,Foo Fighters,Learn To Fly,12/30/99 3:55,Rock,10/16/99,1/22/00,x2nd.week,69,98
319,2000,Savage Garden,I Knew I Loved You,12/30/99 4:07,Rock,10/23/99,1/29/00,x2nd.week,48,98
780,2000,Rascal Flatts,Prayin' For Daylight,12/30/99 3:36,Country,5/6/00,8/12/00,x3rd.week,72,98
794,2000,"Raye, Collin",Couldn't Last A Moment,12/30/99 3:40,Country,3/18/00,6/24/00,x3rd.week,75,98
657,2000,Destiny's Child,Jumpin' Jumpin',12/30/99 3:48,Rock,5/13/00,8/19/00,x3rd.week,65,98
338,2000,"Anthony, Marc",You Sang To Me,12/30/99 3:50,Latin,2/26/00,6/3/00,x2nd.week,54,98
974,2000,Destiny's Child,Jumpin' Jumpin',12/30/99 3:48,Rock,5/13/00,8/19/00,x4th.week,62,98
340,2000,Destiny's Child,Jumpin' Jumpin',12/30/99 3:48,Rock,5/13/00,8/19/00,x2nd.week,71,98
972,2000,"Anthony, Marc",You Sang To Me,12/30/99 3:50,Latin,2/26/00,6/3/00,x4th.week,43,98
636,2000,Savage Garden,I Knew I Loved You,12/30/99 4:07,Rock,10/23/99,1/29/00,x3rd.week,43,98
146,2000,Rascal Flatts,Prayin' For Daylight,12/30/99 3:36,Country,5/6/00,8/12/00,x1st.week,87,98
953,2000,Savage Garden,I Knew I Loved You,12/30/99 4:07,Rock,10/23/99,1/29/00,x4th.week,31,98
23,2000,Destiny's Child,Jumpin' Jumpin',12/30/99 3:48,Rock,5/13/00,8/19/00,x1st.week,74,98
2,2000,Savage Garden,I Knew I Loved You,12/30/99 4:07,Rock,10/23/99,1/29/00,x1st.week,71,98
21,2000,"Anthony, Marc",You Sang To Me,12/30/99 3:50,Latin,2/26/00,6/3/00,x1st.week,77,98
160,2000,"Raye, Collin",Couldn't Last A Moment,12/30/99 3:40,Country,3/18/00,6/24/00,x1st.week,91,98
73,2000,Foo Fighters,Learn To Fly,12/30/99 3:55,Rock,10/16/99,1/22/00,x1st.week,80,98
477,2000,"Raye, Collin",Couldn't Last A Moment,12/30/99 3:40,Country,3/18/00,6/24/00,x2nd.week,85,98
463,2000,Rascal Flatts,Prayin' For Daylight,12/30/99 3:36,Country,5/6/00,8/12/00,x2nd.week,78,98
742,2000,"Tritt, Travis",Best Of Intentions,12/30/99 4:15,Country,8/19/00,12/2/00,x3rd.week,79,105
335,2000,Mya,Case Of The Ex (Whatcha Gonna Do),12/30/99 3:50,Rock,8/19/00,12/2/00,x2nd.week,57,105
365,2000,Next,Wifey,12/30/99 4:03,Rock,5/27/00,9/9/00,x2nd.week,61,105
18,2000,Mya,Case Of The Ex (Whatcha Gonna Do),12/30/99 3:50,Rock,8/19/00,12/2/00,x1st.week,72,105
494,2000,"Heatherly, Eric",Flowers On The Wall,12/30/99 3:16,Country,4/29/00,8/12/00,x2nd.week,88,105
712,2000,Train,Meet Virginia,12/30/99 3:55,Rock,10/9/99,1/22/00,x3rd.week,59,105
983,2000,Pink,Most Girls,12/30/99 4:06,Rock,8/12/00,11/25/00,x4th.week,36,105
32,2000,Pink,Most Girls,12/30/99 4:06,Rock,8/12/00,11/25/00,x1st.week,85,105
704,2000,Sting,Desert Rose,12/30/99 3:52,Rock,5/13/00,8/26/00,x3rd.week,72,105
65,2000,Red Hot Chili Peppers,Otherside,12/30/99 4:13,Rock,2/12/00,5/27/00,x1st.week,80,105
382,2000,Red Hot Chili Peppers,Otherside,12/30/99 4:13,Rock,2/12/00,5/27/00,x2nd.week,72,105
652,2000,Mya,Case Of The Ex (Whatcha Gonna Do),12/30/99 3:50,Rock,8/19/00,12/2/00,x3rd.week,52,105
969,2000,Mya,Case Of The Ex (Whatcha Gonna Do),12/30/99 3:50,Rock,8/19/00,12/2/00,x4th.week,47,105
70,2000,Sting,Desert Rose,12/30/99 3:52,Rock,5/13/00,8/26/00,x1st.week,98,105
387,2000,Sting,Desert Rose,12/30/99 3:52,Rock,5/13/00,8/26/00,x2nd.week,88,105
999,2000,Next,Wifey,12/30/99 4:03,Rock,5/27/00,9/9/00,x4th.week,40,105
78,2000,Train,Meet Virginia,12/30/99 3:55,Rock,10/9/99,1/22/00,x1st.week,76,105
177,2000,"Heatherly, Eric",Flowers On The Wall,12/30/99 3:16,Country,4/29/00,8/12/00,x1st.week,95,105
48,2000,Next,Wifey,12/30/99 4:03,Rock,5/27/00,9/9/00,x1st.week,85,105
811,2000,"Heatherly, Eric",Flowers On The Wall,12/30/99 3:16,Country,4/29/00,8/12/00,x3rd.week,88,105
666,2000,Pink,Most Girls,12/30/99 4:06,Rock,8/12/00,11/25/00,x3rd.week,52,105
349,2000,Pink,Most Girls,12/30/99 4:06,Rock,8/12/00,11/25/00,x2nd.week,70,105
395,2000,Train,Meet Virginia,12/30/99 3:55,Rock,10/9/99,1/22/00,x2nd.week,67,105
699,2000,Red Hot Chili Peppers,Otherside,12/30/99 4:13,Rock,2/12/00,5/27/00,x3rd.week,65,105
425,2000,"Tritt, Travis",Best Of Intentions,12/30/99 4:15,Country,8/19/00,12/2/00,x2nd.week,86,105
682,2000,Next,Wifey,12/30/99 4:03,Rock,5/27/00,9/9/00,x3rd.week,46,105
108,2000,"Tritt, Travis",Best Of Intentions,12/30/99 4:15,Country,8/19/00,12/2/00,x1st.week,97,105
659,2000,Sisqo,Thong Song,12/30/99 4:05,Rock,1/29/00,5/20/00,x3rd.week,35,112
992,2000,"Dion, Celine",That's The Way It Is,12/30/99 4:03,Rock,11/13/99,3/4/00,x4th.week,49,112
675,2000,"Dion, Celine",That's The Way It Is,12/30/99 4:03,Rock,11/13/99,3/4/00,x3rd.week,65,112
346,2000,"Jordan, Montell",Get It On.. Tonite,12/30/99 4:34,Rap,10/23/99,2/12/00,x2nd.week,80,112
41,2000,"Dion, Celine",That's The Way It Is,12/30/99 4:03,Rock,11/13/99,3/4/00,x1st.week,74,112
980,2000,"Jordan, Montell",Get It On.. Tonite,12/30/99 4:34,Rap,10/23/99,2/12/00,x4th.week,69,112
29,2000,"Jordan, Montell",Get It On.. Tonite,12/30/99 4:34,Rap,10/23/99,2/12/00,x1st.week,92,112
976,2000,Sisqo,Thong Song,12/30/99 4:05,Rock,1/29/00,5/20/00,x4th.week,26,112
25,2000,Sisqo,Thong Song,12/30/99 4:05,Rock,1/29/00,5/20/00,x1st.week,74,112
342,2000,Sisqo,Thong Song,12/30/99 4:05,Rock,1/29/00,5/20/00,x2nd.week,63,112
663,2000,"Jordan, Montell",Get It On.. Tonite,12/30/99 4:34,Rap,10/23/99,2/12/00,x3rd.week,72,112
358,2000,"Dion, Celine",That's The Way It Is,12/30/99 4:03,Rock,11/13/99,3/4/00,x2nd.week,68,112
344,2000,"Houston, Whitney",My Love Is Your Love,12/30/99 4:16,Rock,9/4/99,1/8/00,x2nd.week,68,126
833,2000,Papa Roach,Last Resort,12/30/99 3:19,Rock,7/29/00,12/2/00,x3rd.week,69,126
516,2000,Papa Roach,Last Resort,12/30/99 3:19,Rock,7/29/00,12/2/00,x2nd.week,71,126
199,2000,Papa Roach,Last Resort,12/30/99 3:19,Rock,7/29/00,12/2/00,x1st.week,75,126
27,2000,"Houston, Whitney",My Love Is Your Love,12/30/99 4:16,Rock,9/4/99,1/8/00,x1st.week,81,126
