,Company Name,Job Summary,Job Title,Location,Salary Class
1159,Amazon Corporate LLC,"You communicate excellently with cross-functional teams (economists, data scientists, business intelligence, software engineers, sales, product management, and...","Sr. Product Manager â€“ Pricing & Analytics, Kindle Books","Seattle, WA",High
1160,Socrata,"Too often, this data is inaccessible and only useful if youâ€™re a DBA or a data scientist. Run an experiment to evaluate new data visualization options....",Senior Technical Program Manager,"Seattle, WA",High
1161,Amazon Retail LLC,You should enjoy working closely with your peers in a group of very smart and talented engineers and scientists....,Sr. Manager - Product Management (Forecasting),"Seattle, WA",High
1162,Amazon Corporate LLC,"Strong grasp of machine learning, data mining and data analytics techniques. Applied Scientist - Amazon Clicks....",Applied Scientist - Amazon Clicks,"Seattle, WA",High
1163,Amazon Corporate LLC,"This role is inherently cross-functional -- you will work closely with engineering, data scientist, product and executive teams to bring features and products...","Finance Manager, Display Ads Monetization","Seattle, WA",High
1164,Amazon Corporate LLC,"Experience in leading and developing a team of scientists. As part of leading a strategic and highly visible team for Amazon, you will need to have experience...",Sr. Natural Language Scientist Lead,"Seattle, WA",High
1165,Amazon Corporate LLC,"Our engineers work closely with data scientists on interesting problems involving big data, machine learning, data mining, statistical analysis, and forecasting...",Java/C++ Software Engineer,"Seattle, WA",High
1166,Capital One,Hands-on experience using large data sets to generate insights. Make data backed product decisions and arent afraid to take calculated risks....,"Senior Digital Product Manager, Capital One Investing","Seattle, WA",High
1167,"VanderHouwen & Associates, Inc.","Strong grasp of machine learning, data mining and data analytics techniques. Communication and data presentation skills....",Applied Scientist,"Seattle, WA",High
1168,"Amazon Fulfillment Services, Inc.","Experience with analytics and large data sets. As one of the senior leaders on our team, youâ€™ll work closely with our engineering group, research scientists,...","Director, Inbound Optimization","Seattle, WA",High
1169,Zillow,"Experience managing and mentoring data analysts and data scientists. Recruit, hire, and mentor exceptional data scientists....","Director, Data Science","Seattle, WA 98101 (Downtown area)",High
1170,GE Healthcare,"Architects, Data Scientists, Businesses & Product Managers. Quantifies effectiveness of design choices by gathering data....",Sr Staff Software Engineer,"Seattle, WA 98199 (Magnolia area)",High
1171,"Amazon Web Services, Inc.","Some background in machine learning or statistics, or prior experience partnering with data scientists, is a plus....",Senior Software Development Engineer,"Seattle, WA",High
1172,Amazon Corporate LLC,"Successful candidates will have a technical background, be data driven and able to deal with ambiguity. You will help build solutions to capture, store, and...","Technical Program Manager, Website Availability","Seattle, WA",High
1173,"Seattle Genetics, Inc.","Generate high quality experimental data, detailed protocols of chemical processes and technical documents to support CMC development activities and regulatory...","Sr./Principal Scientist, Process Chemistry","Bothell, WA 98021",High
1174,Microsoft,"Do you want to help drive adoption for new big data technologies with key decision makers, data scientists and developers?...",SR Product Marketing Manager,"Redmond, WA 98052",High
1175,Dato,Insane customer focus to define and continuously refine a world-class product for developers and data scientists....,"Software Engineer, Predictive Services","Seattle, WA",High
1176,NextGen Global Resources,"Passion for working with machine learning technologies with a strong background in data structures, algorithm design, complexity analysis....","Senior Software Engineer (Java, AWS, Machine Learning)","Seattle, WA",High
1177,Fred Hutchinson Cancer Research Center,"Responsible for management of physical plant, operations, and data systems. At Fred Hutchinson Cancer Research Center, home to three Nobel laureates,...","Senior Administrative Director, Therapeutic Products Program","Seattle, WA 98109 (Westlake area)",High
1178,Amazon Corporate LLC,Do you enjoy corralling massive amounts of distributed data to create meaningful information? 5+ years industry experience as a manager of software developers...,Software Development Manager - Auctions (amyhard@amazon.com),"Seattle, WA",High
1179,Microsoft,Past experience collaborating with data scientists to develop enterprise-scale predictive solutions. This role will be leading predictive analytics strategy...,Senior Program Manager,"Issaquah, WA",High
1180,Amazon Corporate LLC,"Knowledgeable in scalable distributed systems and Big Data platforms. Knowledge in machine learning, natural language processing, data mining, or information...","Sr. Software Development Engineer, Automated Search Optimiza...","Seattle, WA",High
1181,Amazon Corporate LLC,"Advise and consult with developers and data scientists on risk assessment, threat modeling and fixing vulnerabilities....",Cloud Security and DevOps Architect,"Seattle, WA",High
1182,Amazon Corporate LLC,Amazon's Data Science Platform is one of the flagship programs of TRMS that strives to make automatic risk decision for all Amazon transactions by using machine...,Senior Technical Program Manager,"Seattle, WA",High
1183,T-Mobile,Work with Data Scientists and Analysts to help them translate Big data to insights & recommendation. 2-8 years of experience in Big Data architecture and/or...,Sr. Big Data Architect,"Bellevue, WA",High
1184,Microsoft,"Excellent communication skills and ability to collaborate with other software engineers, data scientists, data analysts and program managers across...",Sr. Software Engineer,"Redmond, WA 98052",High
1185,Amazon Corporate LLC,"Knowledgeable in scalable distributed systems and Big Data platforms. Knowledge in machine learning, natural language processing, data mining, or information...",Sr. Software Development Engineer - SEO,"Seattle, WA",High
1186,Triad Group,Use your strong CV background to design data processing solutions and workfows for huge distributed systems....,Principal SDE - C++/Computer Vision,"Seattle, WA",High
1187,Amazon Corporate LLC,"Extensive experience with Big Data technology such as Hadoop, HBase, Relational and non-Relational (NoSQL) data solutions....",Software Development Manager - Analytics,"Seattle, WA",High
1188,All-In Analytics,Looking for a seasoned manager very strong in machine learning and big data to build and lead a team of data scientists and engineers at a Fortune 100 company...,Head of Machine Learning Big Data,"Seattle, WA",High
1189,Amazon Corporate LLC,"Extensive experience with Big Data technology such as Hadoop, HBase, Relational and non-Relational (NoSQL) data solutions....",Software Development Manager,"Seattle, WA",High
1190,"Amazon Fulfillment Services, Inc.","Successful candidates will enjoy diving deep into data, have outstanding analytical skills, excellent communication strategies and confident with executive...",Principal Product Manager - Technical,"Seattle, WA",High
1191,Amazon Corporate LLC,"Demonstrate understanding and experience with relational data sets, data warehouses, data mining and data analysis techniques....",Business Intelligence Engineer - TRMS Business and Product I...,"Seattle, WA",High
1192,Amazon Corporate LLC,"Search prediction, caching strategies, data aggregation, data for search results, refinements, and integration with Amazonâ€™s core data services like Datapath....","Software Development Manager, Search Platform","Seattle, WA",High
1193,Amazon Corporate LLC,"You will be in charge of managing the execution of these projects by working together with partners, product management, engineers and data scientists....",Software Development Manager - Ad Platform - Targeting,"Seattle, WA",High
1194,Amazon Corporate LLC,"Experience working with engineers and scientist. We deal with large amounts of training data, rapid prototyping, offline/online testing and high-performance...","Sr. Technical Program Manager, Machine Learning","Seattle, WA",High
1195,Amazon Corporate LLC,"As the Manager of Software Development, you will be responsible for leading a team of engineers in design, development, test, and deployment of distributed...","Software Development Manager, Machine Learning Platforms","Seattle, WA",High
1196,PROJECT ASSISTANCE CORPORATION,"Strong background in experimental methods, experimental design, data acquisition, and data analysis. And report data according to the highest quality standards....",SENIOR THERMAL FLUIDS ENGINEER - INTEGRATED EFFECTS TEST LEA...,"Bellevue, WA",High
1197,Amazon Corporate LLC,Work closely with business intelligence teams to build scalable data architectures. Experience developing predictive models and performing data mining and...,"Sr Product Manager, Promise","Seattle, WA",High
1198,Brilliance Publishing,"Demonstrate understanding and experience with relational data sets, data warehouses, data mining and data analysis techniques....",Business Intelligence Engineer - TRMS Business and Product I...,"Seattle, WA",High
1199,Microsoft,"Did you ever desire to universally accessible storage system to record the all knowledge known to mankind, to keep all the books/music/videos ever created, or...",Principal Software Engineering Manager,"Redmond, WA 98052",High
1200,"Amazon Services, LLC","You will lead, grow, and mentor a team of Product Management and Data Science professionals who will leverage data to identify opportunities for Amazon to...","Sr. Product Manager, Technical","Seattle, WA",High
1201,Concordis,"In order to achieve this, the Planning team develops and uses advanced statistical models, optimization tools, machine learning algorithms, and big data...","Senior Manager, Worldwide Demand and Supply Planning","Seattle, WA",High
1202,Amazon Corporate LLC,"In order to achieve this, the Planning team develops and uses advanced statistical models, optimization tools, machine learning algorithms, and big data...","Senior Manager, Global Planning Operations, Amazon Devices","Seattle, WA",High
1203,Amazon Corporate LLC,"OPTIMIZATION - we have a wealth of data already about the customers we interact with; Experience with Agile (SCRUM, RUP, XP), OO modeling, web services, UNIX,...",Software Development Engineer: Analytics Platform,"Seattle, WA",High
1204,"Amazon Fulfillment Services, Inc.",Mentor research scientist team members for their career development and growth. Experienced in managing and leading scientists as well as a successful record of...,"Senior Manager, Research - Sourcing and Inbound","Seattle, WA",High
1205,Amazon Corporate LLC,"Knowledgeable in scalable distributed systems and Big Data platforms. Knowledge in machine learning, natural language processing, data mining, or information...","Sr. Software Development Engineer, Automated Search Engine O...","Seattle, WA",High
1206,Amazon Corporate LLC,"Knowledge in machine learning, natural language processing, data mining, predictive analysis, Big Data analytics, or information extraction....","Principal Software Engineer, Advertising Technology","Seattle, WA",High
1207,The Bill & Melinda Gates Foundation,"Strong technical and financial knowledge, including the ability to use or create complex financial models and effectively communicate data and results....","Deputy Director, Strategy Planning and Management, Integrate...","Seattle, WA",High
1208,Zillow,Strong experience leading a team of SDEs and data scientists. Experience with the data analysis languages R or Python....,"Architect/Principal Software Development Engineer, Data Scie...","Seattle, WA 98101 (Downtown area)",High
1209,Microsoft,"Strong experience in Big Data, machine learning and data mining, large scale computing systems like COSMOS, Hadoop, MapReduce and other big data technologies....","Dir Customer Service & Support, BI & Analytics, Services Bus...","Redmond, WA 98052",High
1210,IBM,"Automatically find and interpret data rich sources, merge data together, ensure data consistency, and provide insights as a service....",Data Engineer / Data Scientist,"Austin, TX",High
1211,Windhaven Insurance,Work with other data scientists with a broad range of analytical expertise and subject matter experts to deliver data products and provide business insights...,Lead Data Scientist,"Austin, TX",High
1212,TechTank Staffing & Consulting Solutions,What are we looking for in this Data Scientist Programmer/Specialist:. Data Scientists - Not necessarily picking apart data models but being able to find a good...,Data Scientist Programmer/Specialist,"Austin, TX 78729",High
1213,IBM,"Data analytics and modeling, data visualization, business acumen and strategy. The Data Scientist and Strategy Consultant role is in our Worldwide Advanced...",Worldwide CoC Team â€“ Data Scientist and Strategy Consultant,"Austin, TX",High
1214,All-In Analytics,"Senior Deep Learning Data Scientist. Forecasting, Statistical Modeling, building new data driven products....",Senior Deep Learning Data Scientist,"Austin, TX",High
1215,The HT Group,"Data Scientist (SQL / Hadoop). What we are looking for in this Data Scientist:. Hiring Manager indicated they were looking for ""A Data Scientist who knows...",Data Scientist (SQL/Hadoop),"Austin, TX 78729",High
1216,Roland & Associates,You have 3 years of hands-on data science work. You have experience in analysing the data for better understanding of web pages....,Data Scientist - Big Data,"Austin, TX",High
1217,Last Word Consulting,"Big Data Architect*. Collaborate with product/project managers, data scientists, business users and other engineers to define requirements to design, build and...",Big Data Architect_W2/1099,"Austin, TX",High
1218,IBM,"Data analytics and modeling, data visualization, business acumen and strategy. The Data Scientist and Senior Strategy Consultant role is in our Worldwide...",Worldwide CoC Team â€“ Data Scientist and Senior Strategy Cons...,"Austin, TX",High
1363,"RetailMeNot, Inc.","The Senior Product Manager, Data will be accountable for developing software and data driven products while collaborating with our other product initiatives....","Sr. Product Manager, Data","Austin, TX",High
1364,"RetailMeNot, Inc.","Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist,"Austin, TX",High
1365,Saxon Global Inc.,"Big Data Architect*. Collaborate with product/project managers, data scientists, business users and other engineers to define requirements to design, build and...",Big Data Architect,"Austin, TX",High
1366,The Jag Group,"Senior Data Scientist - Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the....",Senior Data Scientist - Machine Learning,"Austin, TX 73301 (St Edwards area)",High
1367,CLEAResult,"Know and evangelize best practices in working with people, data and client results. Develop and implements commercial and industrial service line strategy,...",Vice President Commercial and Industrial (C&I) Services,"Austin, TX",High
1368,Zilliant,Dealing with large data sets and developing analytic software using SQL and data mining tools preferably Tableau and/or MatLab....,Pricing Scientist,"Austin, TX 78704 (South Lamar-South Congress area)",High
1369,Roland & Associates,Data Scientist.Job Type :. They are currently seeking a Data Scientist Professional for a role who will be responsible to Model the complex interactions between...,Data Scientist,"Austin, TX 78745 (Garrison Park area)",High
1370,Amazon Corporate LLC,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team,"Austin, TX 78728",High
1371,Humana,Big Data â€“ Machine Learning Expert / Principal Data Scientist. Machine Learning Expert / Principal Data Scientist....,Big Data â€“ Machine Learning Expert / Principal Data Scientis...,"Irving, TX",High
1372,AT&T,"Spark, Map Reduce/Tez) or other big data technologies, and experience manipulating big and noisy data sets (e.q....",Principal Data Scientist Big Data (Plano TX),"Plano, TX",High
1373,Humana,"Big Data - Principal Software Engineer / Data Scientist. Overall 5+ years experience designing and developing data analytics, data processing and business...",Big Data - Principal Software Engineer / Data Scientist,"Irving, TX",High
1374,Lockheed Martin,The selected candidate will function as both a practicing Data Scientist and an evangelist for advanced analytics techniques in support of Lockheed Martin...,Data Scientist,"Grand Prairie, TX",High
1375,Analytic Recruiting,"Data Scientist, Supply Chain sought by Fortune 500 company to be part of a leading-edge predictive and prescriptive analytics....",Principal Data Scientist - Supply Chain,"Dallas, TX",High
1376,AT&T,As a data engineer youâ€™ll use your sense of urgency and fast prototyping skills to create data platforms that enable the work of data scientists and analysts...,Senior Big Data Software Eng BIG DATA,"Plano, TX",High
1377,AT&T,"The Senior Data Scientist will be responsible for designing and implementing processes and layouts for complex, large-scale data sets used for modeling, data...",Senior Data Scientist Big Data,"Plano, TX",High
1378,Capital One,"You will work with Data Scientists and Data Analysts totransform complex analytical models into scalable, production-ready solutions....",Data Engineer - Python Development,"Plano, TX",High
1379,"Numeric, LLC","Experience with unstructured data sets:. Utilize Hadoop or other MapReduce Paradigms or Big Data, machine learning, statistical modeling and data mining to...",Data Scientist,"Dallas, TX",High
1380,"ReqRoute,Inc","Big Data Architect. Design and develop a distributed data processing platform using Big Data technologies. Collaborate with product managers, data scientists,...",5279 - Big Data Architect,"Plano, TX",High
1381,AT&T,"Position will interact with data scientists and industry experts to understand how data needs to be converted, loaded and presented....",Principal Big Data Software Engineer,"Plano, TX",High
1382,Analytic Recruiting,"Fortune 500 company seeks Senior Manager Supply Chain Analytics to build and lead a team of advanced analytics composed of senior data scientists, data...",Senior Manager Supply Chain Analytics,"Dallas, TX",High
1383,Bebee Affinity Social Network,Competitive Programmer or Competitive Data Scientist *. Knowledge of scalable data visualization techniques *....,Principal Data Scientist BIG DATA,"Plano, TX 75023",High
1384,Pivotal Software,Senior Data engineer. Occasionally support pre-sales proof of concepts involving data science and data engineering solutions....,Senior Data Engineer - Dallas,"Dallas, TX",High
1385,Capital One,"5+ years of experience managing or developing enterprise data management, data governance or data quality programs. Data Analyst Manager....",Sr. Data Analyst Manager,"Plano, TX",High
1386,Triune Infomatics,Senior Data Scientist Location:. Perform data studies and data discovery around new data sources or new uses for existing data sources....,Senior Data Scientist,"Plano, TX 75023",High
1387,Capital One,"They lead teams of designers, engineers, data scientists and analysts to define product strategy and develop, launch, and enhance products and services that...","Manager, Digital Product Management (COAF Digital Platforms)","Plano, TX",High
1388,JCPenney,Provide dashboards that convert market data to useful information. Monitors and provides input to KVI strategies with fact based data....,Statistical Analyst,"Plano, TX 75024",High
1457,Triune Infomatics Inc,"It will also analyze, design, program, debug and modify software enhancements and/or new products used in distributed, large scale analytics and visualization...",Principal Big Data Software Engineer,"Plano, TX 75075",High
1458,Capital One,"Here youll find hackers, rockers, artists, entrepreneurs, and data scientists. Identify trends in data and proactively advise on identified external and...",Compliance Advisor Sr Manager - Risk Analysis,"Plano, TX",High
1459,Capital One,"Here youll find hackers, rockers, artists, entrepreneurs, and data scientists. Plano Town Center (31064), United States of America, Plano, Texas....","Senior Manager, Senior Counsel - Financial Services","Plano, TX",High
1460,Cook Systems International,With 3 solid years of experience in Big Data technologies to play a major part in building our client's big data platform....,Hadoop Developer,"Irving, TX",High
1461,DataWalk,"We are seeking data scientists to review our Integrated Data Hub software solution, in order to provide us with feedback on this solution and how it can be...",Data Scientist,"Mountain View, CA",High
1462,Google,Familiar with big data and data warehouses. Work with client and internal teams to translate data and model results into tactical and strategic insights that...,"Data Scientist, Google Analytics 360, Google Technical Servi...","Mountain View, CA",High
1463,Intuit,Come join the Intuit Central Technology Office (CTO) Image Data Extraction team as a Data Scientist. Data proficiency - The candidate must be comfortable...,Data Scientist,"Mountain View, CA 94039",High
1464,EBay,"Data Science & Analytics. The Seller Insights Team is looking for a highly talented, creative and passionate applied researcher / data scientist to develop...",Data Scientist / Applied Researcher,"San Jose, CA",High
1465,Google,Data Scientists are changing the world one technological achievement after another. You weave stories with meaningful insight from data....,"Data Scientist, Operations and Engineering","Mountain View, CA",High
1466,SanDisk,"Data Science Position. Working through the full flow of very challenging data problems anywhere from data cleaning, to building a concept of the model to...",Sr Data Scientist Job,"Milpitas, CA",High
1467,Scott L Page & Associates,Ability to mentor other data scientists and engineers. Shopping Experience Applied Research Team is looking for a strong applied researcher / data scientist....,Data Scientist 3,"San Jose, CA",High
1468,Umpqua Bank,You have demonstrated experience as a data scientist working with broad requirements to deliver commercially applicable analytics....,Pivotus - Data Scientist - Palo Alto,"Palo Alto, CA",High
1469,LinkedIn,We are looking for a Senior/Principal Data Scientist to join our team. Extract and analyze LinkedIn data to derive actionable insights....,Principal Data Scientist - Consumer Analytics,"Mountain View, CA 94043",High
1470,"NextDeavor, Inc.",Data analysis and statistics. Ad hoc data analysis as well as production quality data analysis code. We are looking to build our Data Science team....,Sr. Data Scientist,"Mountain View, CA 94041",High
1471,Apple,The Data Scientist will deal with large-scale data set with intensive hand-on code development. Join Appleâ€™s Applied Machine Learning Team as a Data Scientist....,Sr. Data Scientist,"Santa Clara Valley, CA",High
1472,AstraZeneca,"Data Visualisation techniques (Gephi, D3, R). To help drive the CTO Office's mission, we are looking to hire an experienced Data Scientist for the Redwood...",Data Scientist,"Redwood City, CA",High
1473,Samsung,This is a great opportunity for a talented and hard-working data scientist to join and build cloud services for users of the worldâ€™s best-selling mobile devices...,Data Scientist,"Mountain View, CA",High
1474,Jobspring Partners,They are looking for a strong data science with experience in Scala. They are using data science and predictive analysis to create the most cost effective...,Data Scientist,"San Jose, CA 95113 (Downtown area)",High
1475,Chegg,"Data Scientist â€“ Customer Experience Analytics. The Data Scientist focusing on Customer Experience Analytics will use analysis, modeling, and data science to...",Data Scientist â€“ Customer Experience Analytics,"Santa Clara, CA 95054",High
1476,Chegg,"Data Scientist, Learning Services. As a Data Scientist, you will be in a group of data scientists and analysts that focus on Cheggâ€™s Learning Services products....",Data Scientist - Learning Services,"Santa Clara, CA 95054",High
1477,"Cisco Systems, Inc.","Ciscoâ€™s data platform team consists of Data Scientists, Data Modelers/Analysts, and Platform engineers collaborating on building the next generation data...",Senior Software Engineer â€“ Big Data Technology,"San Jose, CA",High
1478,ASML,Advanced Technology Development (ATD) Organization at ASML-Brion is looking for an experienced data scientist who has a passion to build data products and data...,Principal Data Scientist,"Santa Clara, CA",High
1479,Agilent,"The successful candidate will define, investigate, discover, invent, create, develop and apply state of the art informatics, data analysis and data...",R&D Data Scientist,"Santa Clara, CA 95051",High
1480,Samsung Research America,This is a great opportunity for a talented and hard-working data scientist to join and build cloud services for users of the worldâ€™s best-selling mobile devices...,Data Scientist,"Mountain View, CA",High
1481,Jobspring Partners,They are looking for a Senior Data Scientist to build data systems and pipelines to support the data infrastructure team....,Senior Data Scientist,"Palo Alto, CA",High
1482,Facebook,"Facebook was built to help people connect and share, and over the last decade our tools have played a critical part in changing how people around the world","Applied Research Scientist, Core Machine Learning","Menlo Park, CA",High
1483,Walmart eCommerce,"Work closely with the Data Engineering & Automation team to help acquire, analyze, clean, and structure data to ensure foundational data is in place for...","Director, Data Science","Sunnyvale, CA",High
1484,Coupang,Collaborate with other data scientists to formulate innovative solutions to experiment and implement advanced data mining techniques and algorithms....,Principle Data Scientist (Fraud Protection),"Palo Alto, CA",High
1485,EMC CORPORATION,"While working with customers and prospects, leverage significant experience directly working with data to define analytics use-cases that address customer...",Data Scientist I,"Palo Alto, CA",High
1486,EBay,Do you thrive on developing data mining techniques to pull insight out of large data sets. Proficient with data stores like SQL and Hadoop....,Senior Applied Researcher/Data Scientist,"San Jose, CA",High
1487,Third Eye Consulting Services & Solutions LLC.,"Knowledge of how and where to use SSDs for enhancing performance in Big Data applications. 10+ years experience in software technologies, and â€“ in particular â€“...",Big Data Architect - Spark & AI/Machine Learning/Deep Learni...,"Fremont, CA",High
1488,Agilent technologies,"We are seeking a scientist with a strong working knowledge of the analysis of large volume, highly multiplexed molecular measurement data, including next...","R&D Scientist, Computational Biology","Santa Clara, CA",High
1489,"Ascension12 Consulting, LLC (Direct Hire)",Ability to mentor other data scientists and engineers. Ascension12's client is looking for a strong applied researcher / data scientist....,Senior Data Scientist,"San Jose, CA",High
1490,"Cisco Systems, Inc.","Ciscoâ€™s data platform team consists of Data Scientists, Data Modelers/Analysts, and Platform engineers collaborating on building the next generation data...",Technical Leader- Big Data Technology,"San Jose, CA",High
1491,Robert Bosch LLC,"Our focus area include distributed and hybrid architectures for big data analysis, temporal data analytics, multi-modal and heterogeneous data analysis,...",Research Scientist - Deep Learning,"Palo Alto, CA 94304",High
1492,Coupang,Machine Learning Scientist. We are looking for a Senior Data Scientist with extensive machine learning background to help with automating the product mapping...,Sr. Machine Learning Data Scientist,"Palo Alto, CA",High
1493,"NextDeavor, Inc.","Director, Data Science. Write software to clean and investigate large, messy data sets of numerical and textual data....","Director, Data Science","Mountain View, CA 94041",High
1494,Visa,"Senior Data Scientist. Work with data and analytics team to drive availability of relevant data, tools, and infrastructure....",Senior Data Scientist Job,"Mountain View, CA",High
1495,Hewlett Packard Enterprise,"Big Data, Senior Data Scientist-1519984. The team is looking for a Data Scientist. Hands-on work with data preparation and standardization....",Big Data Senior Data Scientist,"Sunnyvale, CA",High
1496,AT&T,"Data Mining and Data Science. Interacts with data scientists and industry experts to understand how data needs to be converted, loaded and presented....",Principal Big Data Software Eng BIG DATA,"Sunnyvale, CA",High
1497,HCL Technologies,Cloud/Big Data experience. MSc or PhD in computer or natural science or proven data scientist credentials (or references)....,Data Scientist,"San Jose, CA",High
1498,Samsung,Ability to collaborate with Data Scientists and Business Analysts to define solution requirements and develop processes for provisioning data for wide ranging...,Big Data Architect â€“ Strategic Analytics,"Mountain View, CA",High
1499,GoDaddy,We are looking for rockstar data scientists and statistical modelers to generate actionable insights and build predictive capabilities at scale....,Director of Advanced Analytics,"Sunnyvale, CA",High
1500,"Sysomos, L.P.","Bonus points for implementation of Big Data and/or Streaming data analytics or visualization. Advanced knowledge of data mining, machine learning algorithms,...",Principal Data Scientist,"Sunnyvale, CA",High
1501,Bidgely,Bidgely is looking for extraordinary Data Scientists to add to its core team. Keen aptitude for large scale data analysis with a knack for identifying key...,Data Scientist,"Silicon Valley, CA",High
1502,NEXTEV,"Director, Machine Learning Learning systems will make for simple and intuitive operation of the next generation vehicles. This leader will work to advance","Director, Machine Learning","San Jose, CA",High
1503,Google,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking...","Software Engineer, Machine Learning on Hardware Accelerator","Mountain View, CA",High
1504,TERADEEP INC.,Large Scale Data Extraction and Preparation. Develops Deep Learning HW & SW Acceleration solutions for datacenter applications....,STAFF DATA SCIENTIST / DEEP LEARNING,"Campbell, CA",High
1505,Elevate Recruiting Group,"Data Scientist at Impermium in Palo Alto, CA. The Impermium Data Scientist will help in our pioneering work to overcome these historical limitations....",Data Scientist,"Palo Alto, CA",High
1506,Storm8,"5+ years of work experience, preferably as data scientist or in highly analytical role. 3-5 years of work experience, preferably as a data scientist or in...",Senior Data Scientist,"Redwood City, CA 94065",High
1507,NEXTEV,"Job Description: As a NEXTEV Engineer in the Machine Learning team, you will have the extraordinary opportunity to apply leading edge research to",Machine Learning Engineer,"San Jose, CA",High
1508,Symantec,Experience with multi-dimensional data sets. Identify additional data sets that can be useful in understanding cyber insurance loss frequency and loss severity...,Sr Princ Data Scientist,"Mountain View, CA",High
1509,VMware,VMwareâ€™s Cloud Management Business Unit seeks a senior data scientist to help drive our vision of data-driven management of the software-defined data-center....,Data Scientist - Cloud Management,"Palo Alto, CA 94304",High
1510,LeanTaas,LeanTaaS is looking for extraordinary data scientists to synthesize and leverage massive data sets to help radically transform data into products.....,Senior Data Scientist,"Santa Clara, CA",High
1511,Boomerang Commerce,Principal Data Scientist. Mentor a world-class team of data scientists and data engineers. We are looking for a Principal Data Scientist with extensive...,Principal Data Scientist,"Mountain View, CA 94043",High
1512,Intuit,"Drives data roadmap from data quality to data visualization, and marshals resources from multiple functions to deliver scalable solutions....","Group Manager, Data Analytics & Science","Mountain View, CA 94039",High
1513,Intellipro Group Inc.,"5+ years of work experience, preferably as data scientist or in highly analytical role. 2-4 years of work experience, preferably as a data scientist or in...",Data Scientist,"Redwood City, CA",High
1514,A9.com,"Aggressively grow the team of big data, data scientists, and data advocates through networking, and active recruiting....","Senior Manager, Search Analytics","Palo Alto, CA",High
1515,Bina Technologies Inc.,Establish a commercial plan for a standalone analytics software product focused on deriving insights from NGS data....,International Product Manager â€“ (Advanced Analytics),"Belmont, CA",High
1516,Financial Engines,"Design and develop a distributed data processing platform using Big Data technologies. Collaborate with product managers, data scientists, business users and...",Data Architect,"Sunnyvale, CA 94089",High
1517,Netflix,"Netflix data science is a unique combination of big data, algorithms, and entertainment:. We are at the forefront of using advanced mathematical models and...",Senior Data Scientist - Natural Language Processing (NLP),"Los Gatos, CA",High
1518,Acxiom,"Do the words design-driven data scientist mean something to you? You should be a combination of data scientist, design thinker, and builder....",Data Scientist,"Redwood City, CA 94065",High
1519,Alexander Mann Solutions,"Experience in the role of Data Scientist:. Now hiring *Data Scientist*. Data Visualization techniques (Gephi, D3, R)....",Data Scientist,"Redwood City, CA",High
1520,Huawei,Good Understanding of IT industry trends and potential future directions of data science. You will be joining Futurewei (Huawei) at a top senior Scientist level...,Chief Scientist,"Santa Clara, CA",High
1521,Electronic Arts,Our next Research Data Scientist at EA should have. The EA Digital Platform Data Group is responsible for developing a new unified Big Data pipeline across all...,Research Data Scientist,"Redwood City, CA 94065",High
1522,Workbridge Associates,A well-known prominent automobile manufacturing company is building a new Innovation Lab in the South Bay. They are looking for and innovative Solutions,Solutions Architect (After Sales/Data Scientist Background),"Sunnyvale, CA",High
1523,Netflix,"Extensive history of collaborating closely with analytics professionals (analysts, data scientists, data engineers) to problem solve....","Analytics & Visualization Engineer, Marketing","Los Gatos, CA",High
1524,"NextDeavor, Inc.",Work closely with a team of data scientists to productize machine learning algorithms. Our real-time SaaS platform leverages data and analytics to bring new...,Tech Lead Full-Stack Engineer,"Mountain View, CA 94041",High
1525,Robert Bosch LLC,"Our focus area include distributed and hybrid architectures for big data analysis, temporal data analytics, multi-modal and heterogeneous data analysis,...",Research Scientist - Machine Learning,"Palo Alto, CA 94304",High
1526,Apple,"We do all this with an exceptional group of software engineers, data scientists, dev-ops engineers and managers....","Sr Software Engineer, Applied Machine Learning","Santa Clara Valley, CA",High
1527,Farmers Business Network,We're looking for data scientists who are enthusiastic about applying big data to help farmers! The data science team at FBN:....,Data Scientist,"San Carlos, CA",High
1528,Qeexo,"We are looking for a machine learning expert who loves working with sensor data, loves developing new algorithms, is not afraid of challenging, open-ended...",Machine Learning Engineer,"Mountain View, CA 94043",High
1529,Instart Logic,"Realtime data pipelines. Maintain, Manage and Build out a data platform that can process petabyte scale data. Maintain security and data privacy....",Software Engineer: Big Data Platform,"Palo Alto, CA 94306 (Barron Park area)",High
1530,Intel,We are now looking for a platform architecture leader in Artificial Intelligence/Machine/Deep Learning for Intel's Data Center Group....,Senior Director of Artificial Intelligence/Machine Learning...,"Santa Clara, CA 95051",High
1531,Google,"Provide analyses and data to support product tradeoff decisions in the area of safety. Weâ€™re a team of makers, entrepreneurs, engineers and scientists with deep...","Technical Program Manager, Vehicle Safety (Self-Driving Car)...","Mountain View, CA",High
1532,Samsung Electronics America,Ability to collaborate with Data Scientists and Business Analysts to define solution requirements and develop processes for provisioning data for wide ranging...,Big Data Architect â€“ Strategic Analytics,"Mountain View, CA",High
